head;relation;tail
solar thermal installers and technicians;broadMatch;plumbers, pipefitters, and steamfitters
business lecturer;broadMatch;higher education lecturer
dependability engineer;broadMatch;engineering professionals not elsewhere classified
massage therapist;broadMatch;physiotherapy technicians and assistants
welder;broadMatch;welders and flamecutters
materials engineers;broadMatch;engineers
pharmacy assistant;broadMatch;pharmaceutical technicians and assistants
street sweeper;broadMatch;sweepers and related labourers
software manager;broadMatch;ict operations manager
upholsterer;broadMatch;upholsterers and related workers
welding, soldering, and brazing workers;broadMatch;metal workers and plastic workers
physician assistants;broadMatch;healthcare diagnosing or treating practitioners
distillery supervisor;broadMatch;production supervisor
vocational teacher;broadMatch;vocational education teachers
mattress making machine operator;broadMatch;textile, fur and leather products machine operators not elsewhere classified
coquille casting worker;broadMatch;foundry operative
social security administrator;broadMatch;policy manager
environmental health inspector;broadMatch;environmental and occupational health inspectors and associates
drama teacher;broadMatch;other arts teachers
public administration manager;broadMatch;senior government officials
horticulture production team leader;broadMatch;gardeners, horticultural and nursery growers
animal physiotherapist;broadMatch;veterinarians
milliner;broadMatch;tailors, dressmakers, furriers and hatters
fishing and hunting workers;broadMatch;farming, fishing, and forestry occupations
watch and clock repairer;broadMatch;precision-instrument makers and repairers
geneticist;broadMatch;biologist
tool grinders, filers, and sharpeners;broadMatch;miscellaneous metal workers and plastic workers
scopist;broadMatch;administrative and executive secretaries
technical writers;broadMatch;writers and editors
dancers and choreographers;broadMatch;entertainers and performers, sports and related workers
footwear quality controller;broadMatch;product quality controller
airport chief executive;broadMatch;chief executive officer
first-line supervisors of transportation and material moving workers;broadMatch;supervisors of transportation and material moving workers
mineral and stone processing plant operators;broadMatch;mining and mineral processing plant operators
computer and information analysts;broadMatch;Computer Occupations
import export manager in mining, construction and civil engineering machinery;broadMatch;import export manager
flower and garden shop manager;broadMatch;shop manager
sugar refinery operator;broadMatch;food and related products machine operators
cloak room attendant;broadMatch;elementary workers not elsewhere classified
maritime water transport general manager;broadMatch;distribution manager
dairy-products makers;broadMatch;food processing and related trades workers
orthopedic surgeons, except pediatric;broadMatch;surgeons
public relations managers;broadMatch;public relations and fundraising managers
architecture teachers, postsecondary;broadMatch;engineering and architecture teachers, postsecondary
textile designer;broadMatch;industrial designer
roadside vehicle technician;broadMatch;motor vehicle mechanics and repairers
commissioning technician;broadMatch;physical and engineering science technicians not elsewhere classified
dermatologists;broadMatch;physicians
aquaculture harvesting technician;broadMatch;aquaculture workers
cigar inspector;broadMatch;product quality inspector
first-line supervisors of weapons specialists/crew members;broadMatch;first-line enlisted military supervisors
radio technician;broadMatch;information and communications technology installers and servicers
credit counselors and loan officers;broadMatch;financial specialists
religious workers, all other;broadMatch;miscellaneous religious workers
surveyors, cartographers, and photogrammetrists;broadMatch;architects, surveyors, and cartographers
flower and garden specialised seller;broadMatch;specialised seller
grounds maintenance workers;broadMatch;building and grounds cleaning and maintenance occupations
retail department manager;broadMatch;retail and wholesale trade managers
communications lecturer;broadMatch;higher education lecturer
pile driving hammer operator;broadMatch;earthmoving and related plant operators
typists and word processing operators;broadMatch;keyboard operators
import export specialist in tobacco products;broadMatch;import export specialist
