head;relation;tail
hypertension-associated pregnancy disorder;narrowmatch;toxemia of pregnancy
diabetes mellitus;narrowmatch;gestational diabetes
pregnancy finding;narrowmatch;pregnancy complication
complication;narrowmatch;pregnancy complication
non-neoplastic heart disorder;narrowmatch;pre-excitation syndrome
syndrome;narrowmatch;pre-excitation syndrome
nutritional disorder;narrowmatch;potassium deficiency disorder
reproductive system hemorrhage;narrowmatch;postmenopausal hemorrhage
female reproductive system finding;narrowmatch;postmenopausal hemorrhage
non-neoplastic central nervous system disorder;narrowmatch;polyradiculopathy
pneumonitis;narrowmatch;aspiration pneumonitis
ectromelia;narrowmatch;phocomelia
rare non-neoplastic disorder;narrowmatch;progeria
malnutrition;narrowmatch;protein energy malnutrition
parasitic infection;narrowmatch;protozoal infection
vasculitis;narrowmatch;henoch-schönlein purpura
genitourinary system infection;narrowmatch;pyosalpinx
fallopian tube non-neoplastic disorder;narrowmatch;pyosalpinx
non-neoplastic stomach disorder;narrowmatch;pyloric stenosis
urinary tract infection;narrowmatch;pyelonephritis
non-neoplastic kidney disorder;narrowmatch;pyelonephritis
pyelonephritis;narrowmatch;pyelitis
congenital abnormality;narrowmatch;congenital infundibular stenosis
non-neoplastic bone disorder;narrowmatch;pseudogout
hypercalcemia;narrowmatch;hypercalcemia of malignancy
sexual and gender identity disorders;narrowmatch;male orgasmic disorder
female non-neoplastic reproductive system disorder;narrowmatch;female orgasmic disorder
psychiatric disorder;narrowmatch;somatoform disorder
metabolic disorder;narrowmatch;pseudogout
arthritis;narrowmatch;pseudogout
phobia;narrowmatch;social anxiety disorder
viral infection;narrowmatch;pharyngoconjunctival fever
psychiatric disorder;narrowmatch;personality disorder
non-neoplastic bone disorder;narrowmatch;bone necrosis
anxiety disorder;narrowmatch;panic disorder
cytopenia;narrowmatch;pancytopenia
dermatitis;narrowmatch;palmoplantar pustulosis
otitis media;narrowmatch;secretory otitis media
middle ear disorder;narrowmatch;otitis media
non-neoplastic heart disorder;narrowmatch;rheumatic heart disease
neoplastic syndrome;narrowmatch;wdha syndrome
morphologic finding;narrowmatch;parakeratosis
endocrine syndrome;narrowmatch;wdha syndrome
non-neoplastic bone disorder;narrowmatch;osteochondrosis
osteochondritis;narrowmatch;osteochondritis dissecans
non-neoplastic bone disorder;narrowmatch;osteochondritis
osteoarthritis;narrowmatch;hip osteoarthritis
non-neoplastic bone disorder;narrowmatch;osteitis fibrosa cystica
fungal infection;narrowmatch;paracoccidioidomycosis
penile non-neoplastic disorder;narrowmatch;paraphimosis
abnormal blood chemistry and hematology test result;narrowmatch;enzyme deficiency
pemphigus;narrowmatch;pemphigus vulgaris
retinal degeneration;narrowmatch;peripheral retinal degeneration
periodontal disorder;narrowmatch;periodontitis
non-neoplastic bile duct disorder;narrowmatch;pericholangitis
heart disorder;narrowmatch;pericarditis
tooth abscess;narrowmatch;periapical dental abscess
drug hypersensitivity syndrome;narrowmatch;penicillin allergy
non-neoplastic skin disorder;narrowmatch;pemphigus
bacterial infection;narrowmatch;paratyphoid fever
non-neoplastic skin disorder;narrowmatch;pemphigoid
rare non-neoplastic disorder;narrowmatch;benign mucous membrane pemphigoid
pemphigoid;narrowmatch;benign mucous membrane pemphigoid
non-neoplastic eye disorder;narrowmatch;pars planitis
non-neoplastic central nervous system disorder;narrowmatch;secondary parkinsonism
secondary parkinsonism;narrowmatch;postencephalitic parkinsonism
urethritis;narrowmatch;gonococcal urethritis
rare non-neoplastic disorder;narrowmatch;congenital fiber-type disproportion
non-neoplastic thyroid gland disorder;narrowmatch;goiter
lissencephaly;narrowmatch;miller-dieker syndrome
microanatomic structure;narrowmatch;cell
head and neck part;narrowmatch;tooth
oral mucosa;narrowmatch;buccal mucosa
mucosa;narrowmatch;tympanic membrane
ear part;narrowmatch;inner ear
ear part;narrowmatch;external acoustic meatus
skeletal system part;narrowmatch;sella turcica
skeletal system part;narrowmatch;jugular foramen
skeletal system part;narrowmatch;foramen magnum
skeletal system part;narrowmatch;clivus
skeletal system part;narrowmatch;base of the skull
abnormal cell;narrowmatch;signet ring cell
mature b-lymphocyte;narrowmatch;plasma cell
rare non-neoplastic disorder;narrowmatch;mayer-rokitansky-kuster-hauser syndrome
syndrome;narrowmatch;mayer-rokitansky-kuster-hauser syndrome
brain part;narrowmatch;infratentorial brain
brain part;narrowmatch;pons varolii
brain nucleus;narrowmatch;supratentorial brain
erythromelalgia;narrowmatch;primary erythromelalgia
syndrome;narrowmatch;episodic pain syndrome, familial, 3
rare non-neoplastic disorder;narrowmatch;neuropathy, hereditary sensory and autonomic, type vii
rare non-neoplastic disorder;narrowmatch;migrating partial seizures in infancy
rare non-neoplastic disorder;narrowmatch;congenital pain insensitivity
rare non-neoplastic disorder;narrowmatch;paroxysmal extreme pain disorder
encephalitis;narrowmatch;rasmussen subacute encephalitis
mature t-lymphocyte;narrowmatch;cd4-positive t-lymphocyte
hematopoietic and lymphoid cell;narrowmatch;peripheral blood cell
peripheral (post-thymic) t-lymphocyte and natural killer cell;narrowmatch;natural killer cell
hematopoietic and lymphoid cell;narrowmatch;lymphocyte
dysplastic erythroid precursor;narrowmatch;megaloblast
abnormal hematopoietic and lymphoid cell;narrowmatch;abnormal red blood cell
peripheral blood cell;narrowmatch;erythrocyte
peripheral blood cell;narrowmatch;platelet
syndrome;narrowmatch;miller-dieker syndrome
rare non-neoplastic disorder;narrowmatch;analbuminemia
endocrine-stromal cell;narrowmatch;granulosa cell
endocrine cell;narrowmatch;neuroendocrine cell
mammary gland tissue;narrowmatch;terminal ductal lobular unit
glial cell;narrowmatch;astrocyte
t-lymphocyte and natural killer cell;narrowmatch;t-lymphocyte
cell of the epidermis;narrowmatch;basal cell
epithelial cell;narrowmatch;basal cell
lymphocyte;narrowmatch;b-lymphocyte
membrane;narrowmatch;synovial membrane
soft tissue;narrowmatch;synovial membrane
soft tissue;narrowmatch;adipose tissue
connective and soft tissue;narrowmatch;soft tissue
organ;narrowmatch;skin
membrane;narrowmatch;pleura
organ;narrowmatch;lung
nervous system part;narrowmatch;nerve
nervous system part;narrowmatch;peripheral nervous system
glandular epithelium;narrowmatch;terminal ductal lobular unit
soft tissue;narrowmatch;endothelium
connective and soft tissue cell;narrowmatch;fibroblast
syndrome;narrowmatch;orofaciodigital syndrome type 6
rare non-neoplastic disorder;narrowmatch;potocki-lupski syndrome
syndrome;narrowmatch;potocki-lupski syndrome
rare non-neoplastic disorder;narrowmatch;dyggve-melchior-clausen syndrome
syndrome;narrowmatch;dyggve-melchior-clausen syndrome
waardenburg syndrome;narrowmatch;waardenburg syndrome type 4
rare non-neoplastic disorder;narrowmatch;orofaciodigital syndrome type 6
rare non-neoplastic disorder;narrowmatch;shprintzen-goldberg craniosynostosis syndrome
syndrome;narrowmatch;kabuki syndrome
syndrome;narrowmatch;shprintzen-goldberg craniosynostosis syndrome
rare non-neoplastic disorder;narrowmatch;pettigrew syndrome
syndrome;narrowmatch;pettigrew syndrome
rare non-neoplastic disorder;narrowmatch;orofacial cleft 1
syndrome;narrowmatch;orofacial cleft 1
rare non-neoplastic disorder;narrowmatch;kabuki syndrome
rare non-neoplastic disorder;narrowmatch;episodic pain syndrome, familial, 3
syndrome;narrowmatch;pseudotrisomy 13 syndrome
rare non-neoplastic disorder;narrowmatch;pseudotrisomy 13 syndrome
rare non-neoplastic disorder;narrowmatch;spondyloepimetaphyseal dysplasia with joint laxity type 2
fanconi anemia;narrowmatch;fanconi anemia, complementation group d1
fanconi anemia;narrowmatch;fanconi anemia, complementation group c
fanconi anemia;narrowmatch;fanconi anemia, complementation group b
fanconi anemia;narrowmatch;fanconi anemia, complementation group a
ehlers-danlos syndrome;narrowmatch;ehlers-danlos syndrome, type vii
ehlers-danlos syndrome;narrowmatch;ehlers-danlos syndrome, type vi
ehlers-danlos syndrome;narrowmatch;ehlers-danlos syndrome, type iv
ehlers-danlos syndrome;narrowmatch;ehlers-danlos syndrome, type iii
ehlers-danlos syndrome;narrowmatch;ehlers-danlos syndrome, type ii
ehlers-danlos syndrome;narrowmatch;ehlers-danlos syndrome, type i
multiple system atrophy;narrowmatch;striatonigral degeneration
central nervous system degenerative disorder;narrowmatch;striatonigral degeneration
rare non-neoplastic disorder;narrowmatch;sitosterolemia
rare non-neoplastic disorder;narrowmatch;atransferrinemia
bone cell;narrowmatch;osteoblast
fanconi anemia;narrowmatch;fanconi anemia, complementation group d2
fanconi anemia;narrowmatch;fanconi anemia, complementation group f
fanconi anemia;narrowmatch;fanconi anemia, complementation group g
cell;narrowmatch;epithelial cell
cell of the epidermis;narrowmatch;langerhans cell
dendritic cell;narrowmatch;langerhans cell
histiocytic and dendritic cell;narrowmatch;dendritic cell
antigen presenting cell;narrowmatch;dendritic cell
tooth cell;narrowmatch;ameloblast
epithelial cell;narrowmatch;ameloblast
endocrine cell of the digestive system;narrowmatch;delta cell
fanconi anemia;narrowmatch;fanconi anemia, complementation group e
neuroendocrine cell;narrowmatch;endocrine cell of the digestive system
endocrine-stromal cell;narrowmatch;theca cell
connective and soft tissue cell;narrowmatch;theca cell
rare non-neoplastic disorder;narrowmatch;kshv inflammatory cytokine syndrome
syndrome;narrowmatch;kshv inflammatory cytokine syndrome
connective and soft tissue cell;narrowmatch;stromal cell
rare non-neoplastic disorder;narrowmatch;x-linked creatine transporter deficiency
rare non-neoplastic disorder;narrowmatch;pain agnosia
metabolic disorder;narrowmatch;combined oxidative phosphorylation deficiency 1
hematopoietic and lymphoid cell;narrowmatch;myeloid cell
cell;narrowmatch;connective and soft tissue cell
neural crest-derived cell;narrowmatch;chromaffin cell
myeloid cell;narrowmatch;megakaryocyte
bone marrow stem cell;narrowmatch;bone marrow myeloid stem cell
hematopoietic and lymphoid cell;narrowmatch;hematopoietic stem cell
stem cell;narrowmatch;hematopoietic stem cell
rare non-neoplastic disorder;narrowmatch;seckel syndrome
cartilage cell;narrowmatch;chondrocyte
syndrome;narrowmatch;seckel syndrome
syndrome;narrowmatch;opitz g/bbb syndrome
lens disorder;narrowmatch;ectopia lentis
cd8-positive t-lymphocyte;narrowmatch;cytotoxic t-lymphocyte
effector t-lymphocyte;narrowmatch;cytotoxic t-lymphocyte
mature t-lymphocyte;narrowmatch;cd8-positive t-lymphocyte
lipocyte;narrowmatch;adipocyte
phagocytic cell;narrowmatch;macrophage
carotid artery disorder;narrowmatch;carotid artery dissection
rare non-neoplastic disorder;narrowmatch;weaver syndrome
rare non-neoplastic disorder;narrowmatch;carnosinemia
metabolic disorder;narrowmatch;carnosinemia
histiocytic and dendritic cell;narrowmatch;histiocyte
macrophage;narrowmatch;histiocyte
connective and soft tissue cell;narrowmatch;histiocyte
abnormal macrophage;narrowmatch;foam cell
syndrome;narrowmatch;weaver syndrome
syndrome;narrowmatch;dubowitz syndrome
dysostosis;narrowmatch;spondylocostal dysostosis
mucolipidosis;narrowmatch;neuraminidase deficiency
rare non-neoplastic disorder;narrowmatch;kniest dysplasia
rare non-neoplastic disorder;narrowmatch;holt-oram syndrome
syndrome;narrowmatch;holt-oram syndrome
rare non-neoplastic disorder;narrowmatch;dubowitz syndrome
central nervous system part;narrowmatch;spinal cord
organ;narrowmatch;spinal cord
structural heart abnormality;narrowmatch;cor biloculare
digestive system part;narrowmatch;jejunum
immunodeficiency syndrome;narrowmatch;natural killer cell and glucocorticoid deficiency with dna repair defect
isolated glucocorticoid deficiency;narrowmatch;familial glucocorticoid deficiency type 2
endocrine syndrome;narrowmatch;serkal syndrome
congenital adrenal gland hypoplasia;narrowmatch;x-linked adrenal hypoplasia congenita
blood vessel;narrowmatch;artery
striated muscle tissue;narrowmatch;myocardium
tissue;narrowmatch;mammary gland tissue
breast part;narrowmatch;mammary gland
exocrine gland;narrowmatch;mammary gland
skeletal system part;narrowmatch;bone
brain part;narrowmatch;brain ventricle
brain part;narrowmatch;occipital lobe
brain part;narrowmatch;parietal lobe
brain part;narrowmatch;temporal lobe
brain part;narrowmatch;frontal lobe
skeletal system part;narrowmatch;cartilage
connective and soft tissue;narrowmatch;connective tissue
digestive system part;narrowmatch;anal canal
syndrome;narrowmatch;jackson-weiss syndrome
malignant cellular infiltrate;narrowmatch;germinomatous malignant cellular infiltrate
digestive system part;narrowmatch;small intestine
digestive system part;narrowmatch;colon
rare non-neoplastic disorder;narrowmatch;myhre syndrome
syndrome;narrowmatch;myhre syndrome
rare non-neoplastic disorder;narrowmatch;jackson-weiss syndrome
rare non-neoplastic disorder;narrowmatch;beare-stevenson cutis gyrata syndrome
duct;narrowmatch;bile duct
syndrome;narrowmatch;beare-stevenson cutis gyrata syndrome
digestive system part;narrowmatch;cecum
digestive system part;narrowmatch;appendix
digestive system part;narrowmatch;large intestine
organ system;narrowmatch;digestive system
organ;narrowmatch;gallbladder
brain part;narrowmatch;cerebral hemisphere
meninges;narrowmatch;spinal meninges
meninges;narrowmatch;cerebral meninges
eye appendage;narrowmatch;conjunctiva
eye part;narrowmatch;cornea
rare non-neoplastic disorder;narrowmatch;mandibuloacral dysplasia with type a lipodystrophy
early onset primary dystonia;narrowmatch;autosomal recessive torsion dystonia 2
polymorphic ventricular tachycardia;narrowmatch;catecholaminergic polymorphic ventricular tachycardia type 1
alzheimer's disease;narrowmatch;familial alzheimer's disease, type 4
alzheimer's disease;narrowmatch;familial alzheimer's disease, type 3
mucosa;narrowmatch;conjunctiva
eye part;narrowmatch;retina
exocrine gland;narrowmatch;urethral gland
morphologic finding;narrowmatch;invasive focus of carcinoma cells measuring more than 5 mm present
retinal degeneration;narrowmatch;macular degeneration
rare neoplastic syndrome;narrowmatch;dicer1 syndrome
myotonic dystrophy;narrowmatch;congenital myotonic dystrophy
organ;narrowmatch;spermatic cord
rare non-neoplastic disorder;narrowmatch;hyperkalemic periodic paralysis
metabolic disorder;narrowmatch;hyperlysinemia
membrane of the brain or spinal cord;narrowmatch;meninges
rare non-neoplastic disorder;narrowmatch;multicentric osteolysis, nodulosis, and arthropathy
skeletal system part;narrowmatch;orbit
body cavity;narrowmatch;orbit
exocrine gland;narrowmatch;lacrimal gland
eye part;narrowmatch;ciliary body
membrane;narrowmatch;choroid
muscular dystrophy;narrowmatch;ullrich congenital muscular dystrophy
syndrome;narrowmatch;multicentric osteolysis, nodulosis, and arthropathy
rare non-neoplastic disorder;narrowmatch;hyperlysinemia
rare non-neoplastic disorder;narrowmatch;peters-plus syndrome
syndrome;narrowmatch;peters-plus syndrome
rare non-neoplastic disorder;narrowmatch;methionine adenosyltransferase deficiency
metabolic disorder;narrowmatch;methionine adenosyltransferase deficiency
rare non-neoplastic disorder;narrowmatch;immunoglobulin a deficiency 1
selective immunoglobulin isotype deficiency;narrowmatch;immunoglobulin a deficiency 1
