head;relation;tail
tourism contract negotiator;exactmatch;tourism contract negotiator
accommodation manager;exactmatch;accommodation manager
gas production engineer;exactmatch;gas production engineer
demographer;exactmatch;demographer
specialist nurse (hospital);exactmatch;specialist nurse (hospital)
social entrepreneur;exactmatch;social entrepreneur
manager / entrepreneur selling cosmetics and perfumes;exactmatch;manager / entrepreneur selling cosmetics and perfumes
hardware engineer computer technology;exactmatch;hardware engineer computer technology
public housing manager;exactmatch;public housing manager
conference interpreter;exactmatch;conference interpreter
archivists and curators;exactmatch;archivists and curators
shotfirer;exactmatch;shotfirer
law lecturer;exactmatch;law lecturer
pedicurist;exactmatch;pedicurist
market researchers and marketeers;exactmatch;market researchers and marketeers
tower crane operator;exactmatch;tower crane operator
quality engineer;exactmatch;quality engineer
operator filament and fibre processing;exactmatch;operator filament and fibre processing
crime journalist;exactmatch;crime journalist
conventional grinder;exactmatch;conventional grinder
pastry cook;exactmatch;pastry cook
mig / mag welder (levels 3&4);exactmatch;mig / mag welder (levels 3&4)
port traffic controller;exactmatch;port traffic controller
civil engineering teacher (1st grade);exactmatch;civil engineering teacher (1st grade)
somali interpreter;exactmatch;somali interpreter
wholesale merchant in hides, skins and leather products;exactmatch;wholesale merchant in hides, skins and leather products
window cleaners;exactmatch;window cleaners
park guide;exactmatch;park guide
sales manager, computers and computer supplies;exactmatch;sales manager, computers and computer supplies
followspot operator;exactmatch;followspot operator
scientific researcher religious studies;exactmatch;scientific researcher religious studies
tax bailiff;exactmatch;tax bailiff
administrative and specialised secretaries;exactmatch;administrative and specialised secretaries
radio programme maker;exactmatch;radio programme maker
civil engineering employee (internal service);exactmatch;civil engineering employee (internal service)
animal assisted therapist;exactmatch;animal assisted therapist
manager / entrepreneur meat processing industry;exactmatch;manager / entrepreneur meat processing industry
linen room attendant;exactmatch;linen room attendant
food science lecturer;exactmatch;food science lecturer
cook asian;exactmatch;cook asian
scientific researcher business administration;exactmatch;scientific researcher business administration
satellite engineer;exactmatch;satellite engineer
head of care;exactmatch;head of care
medical researcher;exactmatch;medical researcher
music programmer;exactmatch;music programmer
gardeners and landscapers;exactmatch;gardeners and landscapers
assessor of prior learning;exactmatch;assessor of prior learning
earth-moving and excavation machinery instructor;exactmatch;earth-moving and excavation machinery instructor
train driver;exactmatch;train driver
miniature set designer;exactmatch;miniature set designer
teacher of mathematics (2nd grade);exactmatch;teacher of mathematics (2nd grade)
manager / entrepreneur grooming salon;exactmatch;manager / entrepreneur grooming salon
video and motion picture editor;exactmatch;video and motion picture editor
mining and mineral processing plant operators;exactmatch;mining and mineral processing plant operators
manager development and research department (product development);exactmatch;manager development and research department (product development)
chemistry teacher (1st grade);exactmatch;chemistry teacher (1st grade)
researcher in communication and information sciences;exactmatch;researcher in communication and information sciences
radiotherapy laboratory technician;exactmatch;radiotherapy laboratory technician
market trader;exactmatch;market trader
marines;exactmatch;marines
horticultural engineer (non-tropical);exactmatch;horticultural engineer (non-tropical)
spiritual care worker healthcare institution;exactmatch;spiritual care worker healthcare institution
forest ranger;exactmatch;forest ranger
sewer construction worker;exactmatch;sewer construction worker
coffee roaster;exactmatch;coffee roaster
funeral directors;exactmatch;funeral directors
cigar maker;exactmatch;cigar maker
sports masseur;exactmatch;sports masseur
tourist animator;exactmatch;tourist animator
abrasive blasting operator;exactmatch;abrasive blasting operator
gut worker;exactmatch;gut worker
lithographer;exactmatch;lithographer
cashier recreation, culture and events;exactmatch;cashier recreation, culture and events
university (senior) lecturer in civil engineering;exactmatch;university (senior) lecturer in civil engineering
process designer / manager;exactmatch;process designer / manager
staff member fish farm;exactmatch;staff member fish farm
promotions demonstrator;exactmatch;promotions demonstrator
plate glass installer;exactmatch;plate glass installer
dispensing opticians;exactmatch;dispensing opticians
aircraft assembly supervisor;exactmatch;aircraft assembly supervisor
interpretation agency manager;exactmatch;interpretation agency manager
infantry soldier;exactmatch;infantry soldier
car driving instructor;exactmatch;car driving instructor
quality controller wood;exactmatch;quality controller wood
manager / entrepreneur bindery;exactmatch;manager / entrepreneur bindery
road operations manager;exactmatch;road operations manager
tufting operator;exactmatch;tufting operator
import export specialist in watches and jewellery;exactmatch;import export specialist in watches and jewellery
sheltered employment managers;exactmatch;sheltered employment managers
animation assistant;exactmatch;animation assistant
livestock worker;exactmatch;livestock worker
military welfare worker;exactmatch;military welfare worker
agricultural helper;exactmatch;agricultural helper
ship and aircraft controllers and technicians;exactmatch;ship and aircraft controllers and technicians
metals and metal ores distribution manager;exactmatch;metals and metal ores distribution manager
teacher of talented and gifted students;exactmatch;teacher of talented and gifted students
