head;relation;tail
building materials technologist;narrowmatch;asphalt technologist
concrete technologist;broadmatch;building materials technologist
building materials technologist;narrowmatch;concrete technologist
security advisor fire / burglary prevention;broadmatch;fire safety inspectors and supervisors
fire safety inspectors and supervisors;narrowmatch;security advisor fire / burglary prevention
fire brigade enforcement coordinator;broadmatch;fire safety inspectors and supervisors
measurement, control and electronics engineers;broadmatch;electronics engineering technicians
measuring and control technology engineer;broadmatch;measurement, control and electronics engineers
draughtspersons;narrowmatch;mechanical and electrical engineering drafters and drafters
ships’ deck officers and pilots;narrowmatch;dredging supervisors
metallurgy inspectors and supervisors;narrowmatch;non-destructive testing technician (ndo)
mud logger;broadmatch;mineral extraction inspectors and supervisors
mineral extraction inspectors and supervisors;narrowmatch;mud logger
metallurgy inspectors and supervisors;broadmatch;mining and metallurgical technicians
mining and metallurgical technicians;narrowmatch;metallurgy inspectors and supervisors
mineral extraction inspectors and supervisors;broadmatch;mining and metallurgical technicians
mining and metallurgical technicians;narrowmatch;mineral extraction inspectors and supervisors
pilots;broadmatch;ships’ deck officers and pilots
ships’ deck officers and pilots;narrowmatch;pilots
seagoing managers;broadmatch;ships’ deck officers and pilots
ships’ deck officers and pilots;narrowmatch;seagoing managers
inland navigation managers;broadmatch;ships’ deck officers and pilots
ships’ deck officers and pilots;narrowmatch;inland navigation managers
dredging supervisors;broadmatch;ships’ deck officers and pilots
gas station inspector;broadmatch;gas and water inspectors and regulators
measurement, control and electronics engineers;narrowmatch;measurement and regulation technician
gas and water inspectors and regulators;narrowmatch;gas station inspector
gas technician;broadmatch;gas and water inspectors and regulators
gas and water inspectors and regulators;narrowmatch;gas technician
gas systems inspector;broadmatch;gas and water inspectors and regulators
gas and water inspectors and regulators;narrowmatch;gas systems inspector
ships’ deck officers and pilots;broadmatch;gas and water inspectors and regulators
gas and water inspectors and regulators;narrowmatch;ships’ deck officers and pilots
gas and water inspectors and regulators;broadmatch;mechanical engineering technicians
mechanical engineering technicians;narrowmatch;gas and water inspectors and regulators
industrial automation technician;broadmatch;measurement, control and electronics engineers
measurement, control and electronics engineers;narrowmatch;industrial automation technician
medical electronics technician;broadmatch;measurement, control and electronics engineers
measurement, control and electronics engineers;narrowmatch;medical electronics technician
measurement and regulation technician;broadmatch;measurement, control and electronics engineers
fire safety inspectors and supervisors;narrowmatch;fire brigade enforcement coordinator
fire service pro-action coordinator;broadmatch;fire safety inspectors and supervisors
fire safety inspectors and supervisors;narrowmatch;fire service pro-action coordinator
electronics engineering technicians;broadmatch;physical and engineering science technicians
laboratory assistant;broadmatch;chemical and physical analysts
chemical and physical analysts;narrowmatch;laboratory assistant
meteorological assistant, observer;broadmatch;chemical and physical analysts
chemical and physical analysts;narrowmatch;meteorological assistant, observer
chemical and physical analysts;broadmatch;chemical and physical science technicians
chemical and physical science technicians;narrowmatch;chemical and physical analysts
physical and engineering science technicians not elsewhere classified;broadmatch;physical and engineering science technicians
physical and engineering science technicians;narrowmatch;physical and engineering science technicians not elsewhere classified
draughtspersons;broadmatch;physical and engineering science technicians
physical and engineering science technicians;narrowmatch;draughtspersons
mining and metallurgical technicians;broadmatch;physical and engineering science technicians
physical and engineering science technicians;narrowmatch;mining and metallurgical technicians
mechanical engineering technicians;broadmatch;physical and engineering science technicians
physical and engineering science technicians;narrowmatch;mechanical engineering technicians
physical and engineering science technicians;narrowmatch;electronics engineering technicians
acoustic consultant;broadmatch;building inspectors and consultants
electrical engineering technicians;broadmatch;physical and engineering science technicians
physical and engineering science technicians;narrowmatch;electrical engineering technicians
civil engineering technicians;broadmatch;physical and engineering science technicians
physical and engineering science technicians;narrowmatch;civil engineering technicians
chemical and physical science technicians;broadmatch;physical and engineering science technicians
physical and engineering science technicians;narrowmatch;chemical and physical science technicians
ship and aircraft controllers and technicians;broadmatch;science and engineering associate professionals
science and engineering associate professionals;narrowmatch;ship and aircraft controllers and technicians
life science technicians and related associate professionals;broadmatch;science and engineering associate professionals
science and engineering associate professionals;narrowmatch;life science technicians and related associate professionals
