head;relation;tail
secondary school teacher;narrowmatch;modern languages teacher secondary school
modern languages teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;religious education teacher at secondary school
religious education teacher at secondary school;broadmatch;secondary school teacher
ships’ engineers;narrowmatch;marine chief engineer
marine chief engineer;broadmatch;ships’ engineers
ships’ engineers;narrowmatch;ship assistant engineer
ship assistant engineer;broadmatch;ships’ engineers
health professionals not elsewhere classified;narrowmatch;osteopath
osteopath;broadmatch;health professionals not elsewhere classified
health professionals not elsewhere classified;narrowmatch;specialist chiropractor
radio technician;broadmatch;information and communications technology installers and servicers
telecommunications technician;broadmatch;information and communications technology installers and servicers
information and communications technology installers and servicers;narrowmatch;security alarm technician
security alarm technician;broadmatch;information and communications technology installers and servicers
information and communications technology installers and servicers;narrowmatch;communication infrastructure maintainer
communication infrastructure maintainer;broadmatch;information and communications technology installers and servicers
information and communications technology installers and servicers;narrowmatch;telecommunications equipment maintainer
telecommunications equipment maintainer;broadmatch;information and communications technology installers and servicers
information and communications technology installers and servicers;narrowmatch;computer hardware repair technician
computer hardware repair technician;broadmatch;information and communications technology installers and servicers
mobile devices technician;narrowmatch;mobile phone repair technician
mobile phone repair technician;broadmatch;mobile devices technician
cleaners and helpers in offices, hotels and other establishments;narrowmatch;room attendant
room attendant;broadmatch;cleaners and helpers in offices, hotels and other establishments
cleaners and helpers in offices, hotels and other establishments;narrowmatch;furniture cleaner
furniture cleaner;broadmatch;cleaners and helpers in offices, hotels and other establishments
information and communications technology installers and servicers;narrowmatch;telecommunications technician
information and communications technology installers and servicers;narrowmatch;radio technician
specialist chiropractor;broadmatch;health professionals not elsewhere classified
mobile devices technician;broadmatch;information and communications technology installers and servicers
health professionals not elsewhere classified;narrowmatch;radiographer
radiographer;broadmatch;health professionals not elsewhere classified
recreational therapist;narrowmatch;animal assisted therapist
animal assisted therapist;broadmatch;recreational therapist
recreational therapist;narrowmatch;art therapist
art therapist;broadmatch;recreational therapist
recreational therapist;narrowmatch;music therapist
music therapist;broadmatch;recreational therapist
recreational therapist;narrowmatch;dance therapist
dance therapist;broadmatch;recreational therapist
health care assistants;narrowmatch;healthcare assistant
healthcare assistant;broadmatch;health care assistants
healthcare assistant;narrowmatch;nurse assistant
nurse assistant;broadmatch;healthcare assistant
information and communications technology installers and servicers;narrowmatch;mobile devices technician
biologist;narrowmatch;geneticist
biologist;narrowmatch;physiologist
venture capitalist;broadmatch;financial and investment advisers
receptionists (general);narrowmatch;receptionist
event assistant;broadmatch;conference and event planners
conference and event planners;narrowmatch;event manager
event manager;broadmatch;conference and event planners
glass makers, cutters, grinders and finishers;narrowmatch;glass beveller
glass beveller;broadmatch;glass makers, cutters, grinders and finishers
glass makers, cutters, grinders and finishers;narrowmatch;glass-blower
glass-blower;broadmatch;glass makers, cutters, grinders and finishers
receptionist;broadmatch;receptionists (general)
professional services managers not elsewhere classified;narrowmatch;service manager
receptionist;narrowmatch;front line medical receptionist
front line medical receptionist;broadmatch;receptionist
receptionist;narrowmatch;veterinary receptionist
veterinary receptionist;broadmatch;receptionist
professional services managers not elsewhere classified;narrowmatch;rescue centre manager
rescue centre manager;broadmatch;professional services managers not elsewhere classified
professional services managers not elsewhere classified;narrowmatch;aviation surveillance and code coordination manager
conference and event planners;narrowmatch;event assistant
venue programmer;broadmatch;conference and event planners
conference and event planners;narrowmatch;venue programmer
hydropower engineer;broadmatch;civil engineer
civil engineer;narrowmatch;mining geotechnical engineer
mining geotechnical engineer;broadmatch;civil engineer
civil engineer;narrowmatch;pipeline engineer
pipeline engineer;broadmatch;civil engineer
civil engineer;narrowmatch;airport planning engineer
airport planning engineer;broadmatch;civil engineer
civil engineer;narrowmatch;transport engineer
transport engineer;broadmatch;civil engineer
civil engineer;narrowmatch;rail project engineer
rail project engineer;broadmatch;civil engineer
civil engineer;narrowmatch;construction engineer
construction engineer;broadmatch;civil engineer
civil engineer;narrowmatch;drainage engineer
drainage engineer;broadmatch;civil engineer
civil engineer;narrowmatch;hydropower engineer
aviation surveillance and code coordination manager;broadmatch;professional services managers not elsewhere classified
