head;relation;tail
superficial corneal dystrophy;broadmatch;group of disorders
microphthalmia-anophthalmia-coloboma;broadmatch;group of disorders
congenital malformation of the eye with glaucoma as a major feature;broadmatch;developmental defect of the eye
corneodysgenesis;broadmatch;rare genetic corneal disorder
corneodysgenesis;broadmatch;rare corneal disorder
corneodysgenesis;broadmatch;group of disorders
corneodysgenesis;broadmatch;genetic developmental defect of the eye
anterior segment developmental anomaly without extraocular manifestations;broadmatch;congenital malformation of the eye with glaucoma as a major feature
anterior segment developmental anomaly without extraocular manifestations;broadmatch;anterior segment developmental anomaly
anterior segment developmental anomaly without extraocular manifestations;broadmatch;genetic congenital malformation of the eye with glaucoma as a major feature
anterior segment developmental anomaly without extraocular manifestations;broadmatch;anterior segment developmental anomaly of genetic origin
anterior segment developmental anomaly without extraocular manifestations;broadmatch;group of disorders
congenital malformation of the eye with glaucoma as a major feature;broadmatch;secondary early-onset glaucoma
stromal corneal dystrophy;broadmatch;corneal dystrophy
congenital malformation of the eye with glaucoma as a major feature;broadmatch;group of disorders
syndromic corneal dystrophy;broadmatch;genetic corneal dystrophy
syndromic corneal dystrophy;broadmatch;group of disorders
syndromic corneal dystrophy;broadmatch;corneal dystrophy
posterior corneal dystrophy;broadmatch;genetic corneal dystrophy
posterior corneal dystrophy;broadmatch;group of disorders
posterior corneal dystrophy;broadmatch;corneal dystrophy
stromal corneal dystrophy;broadmatch;genetic corneal dystrophy
stromal corneal dystrophy;broadmatch;group of disorders
congenital alacrima;broadmatch;rare genetic disorder of the lacrimal apparatus
congenital alacrima;broadmatch;group of disorders
rare disorder of the lacrimal apparatus;broadmatch;rare disorder of the ocular adnexa
cryptophthalmia;broadmatch;group of disorders
syndromic eyelid coloboma;broadmatch;eyelid border anomaly
syndromic eyelid coloboma;broadmatch;group of disorders
syndromic ankyloblepharon filiforme adnatum;broadmatch;eyelid border anomaly
syndromic ankyloblepharon filiforme adnatum;broadmatch;group of disorders
eyelid border anomaly;broadmatch;congenital malformation of the eyelid
eyelid border anomaly;broadmatch;group of disorders
microblepharon-ablephara syndrome;broadmatch;congenital malformation of the eyelid
microblepharon-ablephara syndrome;broadmatch;group of disorders
cryptophthalmia;broadmatch;congenital malformation of the eyelid
congenital malformation of the eyelid;broadmatch;rare palpebral disorder
rare disorder of the lacrimal apparatus;broadmatch;group of disorders
congenital malformation of the eyelid;broadmatch;rare genetic palpebral disorder
congenital malformation of the eyelid;broadmatch;group of disorders
rare palpebral disorder;broadmatch;developmental defect of the eye
rare palpebral disorder;broadmatch;rare disorder of the ocular adnexa
rare palpebral disorder;broadmatch;group of disorders
syndromic aniridia;broadmatch;anterior segment developmental abnormality with extraocular manifestations
syndromic aniridia;broadmatch;group of disorders
microphthalmia-anophthalmia-coloboma;broadmatch;structural developmental eye defect of genetic origin
microphthalmia-anophthalmia-coloboma;broadmatch;structural developmental eye defect
rare eyelid malposition disorder;broadmatch;group of disorders
rare eyelid malposition disorder;broadmatch;rare palpebral disorder
congenital ectropion;broadmatch;group of disorders
congenital ectropion;broadmatch;rare disorder with ectropion
rare eyebrow/eyelash disorder;broadmatch;developmental defect of the eye
rare eyebrow/eyelash disorder;broadmatch;rare genetic disorder of the ocular adnexa
rare eyebrow/eyelash disorder;broadmatch;rare disorder of the ocular adnexa
rare eyebrow/eyelash disorder;broadmatch;group of disorders
rare eyebrow/eyelash disorder;broadmatch;genetic developmental defect of the eye
rare disorder with ptosis;broadmatch;rare eyelid malposition disorder
rare disorder with ptosis;broadmatch;rare genetic eyelid malposition disorder
rare disorder with ptosis;broadmatch;group of disorders
syndromic outer canthal malposition;broadmatch;rare eyelid malposition disorder
syndromic outer canthal malposition;broadmatch;rare genetic eyelid malposition disorder
syndromic outer canthal malposition;broadmatch;group of disorders
syndromic telecanthus;broadmatch;rare eyelid malposition disorder
syndromic telecanthus;broadmatch;rare genetic eyelid malposition disorder
syndromic telecanthus;broadmatch;group of disorders
syndromic epicanthus;broadmatch;rare eyelid malposition disorder
syndromic epicanthus;broadmatch;rare genetic eyelid malposition disorder
syndromic epicanthus;broadmatch;group of disorders
secondary ectropion;broadmatch;rare disorder with ectropion
secondary ectropion;broadmatch;group of disorders
acute undifferentiated leukemia;broadmatch;disease
intravascular large b-cell lymphoma;broadmatch;disease
hemolytic anemia due to hexose monophosphate shunt and glutathione metabolism anomalies;broadmatch;rare constitutional hemolytic anemia due to an enzyme disorder
mosaic trisomy 9;broadmatch;malformation syndrome
haddad syndrome;broadmatch;malformation syndrome
hemimegalencephaly;broadmatch;malformation syndrome
albinism-deafness syndrome;broadmatch;malformation syndrome
oligodontia;broadmatch;morphological anomaly
anodontia;broadmatch;morphological anomaly
subcortical band heterotopia;broadmatch;morphological anomaly
dentin dysplasia-sclerotic bones syndrome;broadmatch;disease
dentin dysplasia type ii;broadmatch;clinical subtype
dentin dysplasia type i;broadmatch;clinical subtype
cleft velum;broadmatch;morphological anomaly
peho-like syndrome;broadmatch;disease
bifid uvula;broadmatch;morphological anomaly
embryonal rhabdomyosarcoma;broadmatch;clinical subtype
alveolar rhabdomyosarcoma;broadmatch;clinical subtype
atypical progressive supranuclear palsy syndrome;broadmatch;clinical subtype
kostmann syndrome;broadmatch;disease
pontiac fever;broadmatch;disease
typhoid;broadmatch;disease
amish lethal microcephaly;broadmatch;malformation syndrome
king-denborough syndrome;broadmatch;malformation syndrome
oculootodental syndrome;broadmatch;malformation syndrome
familial porencephaly;broadmatch;etiological subtype
idiopathic syringomyelia;broadmatch;clinical subtype
leukocyte adhesion deficiency type i;broadmatch;clinical subtype
primary syringomyelia;broadmatch;morphological anomaly
cree leukoencephalopathy;broadmatch;clinical subtype
ovarioleukodystrophy;broadmatch;clinical subtype
ravine syndrome;broadmatch;disease
glycogen storage disease due to muscle beta-enolase deficiency;broadmatch;disease
autosomal dominant myoglobinuria;broadmatch;disease
genetic recurrent myoglobinuria;broadmatch;disease
leukocyte adhesion deficiency type iii;broadmatch;clinical subtype
leukocyte adhesion deficiency type ii;broadmatch;clinical subtype
resistance to thyrotropin-releasing hormone syndrome;broadmatch;disease
neuronal intestinal pseudoobstruction;broadmatch;etiological subtype
yellow fever;broadmatch;disease
dengue fever;broadmatch;disease
crimean-congo hemorrhagic fever;broadmatch;disease
marburg hemorrhagic fever;broadmatch;disease
nipah virus disease;broadmatch;disease
lassa fever;broadmatch;disease
familial gestational hyperthyroidism;broadmatch;disease
turcot syndrome with polyposis;broadmatch;clinical subtype
lig4 syndrome;broadmatch;disease
rare familial disorder with hypertrophic cardiomyopathy;broadmatch;rare genetic cardiac disease
rare familial disorder with hypertrophic cardiomyopathy;broadmatch;group of disorders
rare familial disorder with hypertrophic cardiomyopathy;broadmatch;hypertrophic cardiomyopathy
epiblepharon;broadmatch;morphological anomaly
paternal uniparental disomy of chromosome 13;broadmatch;malformation syndrome
mosaic monosomy x;broadmatch;etiological subtype
monosomy x;broadmatch;etiological subtype
kandori fleck retina;broadmatch;malformation syndrome
isolated distichiasis;broadmatch;morphological anomaly
congenital eyelid retraction;broadmatch;morphological anomaly
euryblepharon;broadmatch;morphological anomaly
isolated congenital ectropion;broadmatch;morphological anomaly
tarsal kink syndrome;broadmatch;morphological anomaly
acquired von willebrand syndrome;broadmatch;disease
acetazolamide-responsive myotonia;broadmatch;disease
lymphedema-posterior choanal atresia syndrome;broadmatch;malformation syndrome
unstable hemoglobin disease;broadmatch;disease
hemolytic anemia due to erythrocyte adenosine deaminase overproduction;broadmatch;disease
6-phosphogluconate dehydrogenase deficiency;broadmatch;disease
pleuro-pericardial cyst;broadmatch;morphological anomaly
congenital partial agenesis of pericardium;broadmatch;morphological anomaly
congenital complete agenesis of pericardium;broadmatch;morphological anomaly
congenital total pulmonary venous return anomaly;broadmatch;morphological anomaly
congenital partial pulmonary venous return anomaly;broadmatch;morphological anomaly
48,xyyy syndrome;broadmatch;malformation syndrome
49,xyyyy syndrome;broadmatch;malformation syndrome
familial medullary thyroid carcinoma;broadmatch;disease
fetal akinesia deformation sequence;broadmatch;malformation syndrome
myotonia permanens;broadmatch;disease
myotonia fluctuans;broadmatch;disease
sulfite oxidase deficiency due to molybdenum cofactor deficiency;broadmatch;clinical subtype
isolated sulfite oxidase deficiency;broadmatch;clinical subtype
pituitary gigantism;broadmatch;disease
leber plus disease;broadmatch;disease
punctate acrokeratoderma freckle-like pigmentation;broadmatch;disease
mesial temporal lobe epilepsy with hippocampal sclerosis;broadmatch;disease
dermotrichic syndrome;broadmatch;malformation syndrome
fried's tooth and nail syndrome;broadmatch;malformation syndrome
primary dystonia, dyt2 type;broadmatch;disease
cheirospondyloenchondromatosis;broadmatch;disease
metaphyseal chondromatosis with d-2-hydroxyglutaric aciduria;broadmatch;disease
spondyloepimetaphyseal dysplasia, handigodu type;broadmatch;disease
complete androgen insensitivity syndrome;broadmatch;disease
turner syndrome due to structural x chromosome anomalies;broadmatch;etiological subtype
pituitary adenoma;broadmatch;pituitary hormone deficiency of tumoral origin
pituitary adenoma;broadmatch;group of disorders
pituitary adenoma;broadmatch;pituitary tumor
secondary syringomyelia;broadmatch;disease
precursor b-cell acute lymphoblastic leukemia;broadmatch;disease
congenital stenosis of the inferior vena cava;broadmatch;morphological anomaly
autosomal dominant charcot-marie-tooth disease type 2g;broadmatch;disease
charcot-marie-tooth disease type 4d;broadmatch;disease
